ID,Typ cery,Wrażliwa,Główny problem,Poboczny problem,Wiek,Mycie,Serum na dzień,Krem na dzień,SPF,Serum na noc,Krem na noc,Punktowo,Maseczka,Peeling
149,Tłusta,0,Nadprodukcja sebum,Brak,21,Cosrx - Low pH Good Morning Gel Cleanser - Łagodny Żel do Mycia Twarzy,The Ordinary - Niacinamide 10% + Zinc 1% - Serum z Witaminą B3 i Cynkiem,Cetaphil - Pro Oil Control SPF30 - Krem Nawilżająco-Matujący,Missha - All-Around Safe Block Aqua Sun Gel SPF50+/PA++++,Bielenda Professional SupremeLab Sebio Derm Serum do Twarzy,CeraVe Nawilżający Krem do Twarzy,Acnederm,The Ordinary - Salicylic Acid 2% Masque - Maska Glinkowo-Węglowa z 2% Kwasem Salicylowym,Brak
150,Tłusta,1,Nadprodukcja sebum,Brak,22,Cetaphil - Pro Oil Control - Oczyszczająca Pianka do Mycia Skóry Tłustej i Mieszanej ,Tołpa - Pre Age - Matujące Serum Normalizujące - 20ml,Bandi - Delicate Care - Kojący Krem Matujący,Missha - All-Around Safe Block Aqua Sun Gel SPF50+/PA++++,Eveline Cosmetics Beauty & Glow Matujące Serum z Probiotykami,Bielenda Professional SupremeLAB Barrier Renew Odżywczy Krem na Noc z Ceramidami,Acnederm,Nacomi Next Lvl Kwas Salicylowy 2% + Nacomi Biała Glinka do Twarzy Kaolin,Brak
151,Tłusta,0,Nadprodukcja sebum,Niedoskonałości,18,Cetaphil - Pro Oil Control - Oczyszczająca Pianka do Mycia Skóry Tłustej i Mieszanej ,REVOX JUST niacynamid 10%,Tołpa - Authentic - Krem Matowa Skóra,Missha - All-Around Safe Block Aqua Sun Gel SPF50+/PA++++,TOŁPA DERMO FACE STREFA T nawilżające serum-booster,Tołpa Authentic Nawilżona Skóra,Bandi - Sebo Care - Pasta Punktowa na Niedoskonałości z Kalaminą,APIS Maska Ściągająco-Wygładzająca z Białą Glinką i Cynkiem,TOŁPA DERMO FACE SEBIO peeling 3 enzymy
152,Tłusta,0,Nadprodukcja sebum,Brak,18,Neutrogena Visibly Clear Clear & Defend Facial Wash,The Ordinary - Niacinamide 10% + Zinc 1% - Serum z Witaminą B3 i Cynkiem,Tołpa - Authentic - Krem Matowa Skóra,Missha - All-Around Safe Block Aqua Sun Gel SPF50+/PA++++,TOŁPA DERMO FACE STREFA T nawilżające serum-booster,CeraVe Nawilżający Krem do Twarzy,Acnederm,The Ordinary - Salicylic Acid 2% Masque - Maska Glinkowo-Węglowa z 2% Kwasem Salicylowym,Brak
153,Tłusta,1,Nadprodukcja sebum,Brak,19,Neutrogena Visibly Clear Clear & Defend Facial Wash,The Ordinary - Niacinamide 10% + Zinc 1% - Serum z Witaminą B3 i Cynkiem,Tołpa - Dermo Face Strefa T - Matujący Krem-Żel Nawilżający,Missha - All-Around Safe Block Aqua Sun Gel SPF50+/PA++++,Eveline Cosmetics Beauty & Glow Matujące Serum z Probiotykami,Bielenda Professional SupremeLAB Barrier Renew Odżywczy Krem na Noc z Ceramidami,Acnederm,Nacomi Next Lvl Kwas Salicylowy 2% + Nacomi Biała Glinka do Twarzy Kaolin,Brak
154,Mieszana,1,Niedoskonałości,Rozszerzone pory,24,Neutrogena Visibly Clear Clear & Defend Facial Wash,REVOX JUST niacynamid 10%,Tołpa - Authentic - Krem Matowa Skóra,Skin79 Waterproof Sun Gel Krem ochronny SPF50,BasicLab Serum Zmniejszające Niedoskonałości Z Niacynamidem 5% Redukcja i Zwężenie,Bandi Medical Expert Anti Dry Kremowa kuracja nawilżająco-naprawcza,Bandi - Sebo Care - Pasta Punktowa na Niedoskonałości z Kalaminą,Benton Goodbye Redness Centella Łagodząca Maska w Płacie,BANDI ANTI ACNE antytrądzikowy peeling kwasowy do twarzy
155,,1,Niedoskonałości,Brak,36,Neutrogena Visibly Clear Clear & Defend Facial Wash,REVOX JUST niacynamid 10%,Tołpa - Authentic - Krem Matowa Skóra,Skin79 Waterproof Sun Gel Krem ochronny SPF51,BasicLab Serum Zmniejszające Niedoskonałości Z Niacynamidem 5% Redukcja i Zwężenie,Bandi Medical Expert Anti Dry Kremowa kuracja nawilżająco-naprawcza,Bandi - Sebo Care - Pasta Punktowa na Niedoskonałości z Kalaminą,Benton Goodbye Redness Centella Łagodząca Maska w Płacie,BANDI ANTI ACNE antytrądzikowy peeling kwasowy do twarzy
156,Normalna,0,Podrażnienie,Widoczne naczynka,21,"Bielenda, Fresh Juice, Nawilżający micelarny żel do mycia twarzy z bioaktywną wodą cytrusową",Hellobody - cararise ,Hellobody aloelight ,Revox Just - krem przeciwsłoneczny do twarzy SPF50,Hellobody cocodream ,Hellobody aloenight,Brak,Brak,Brak
157,Normalna,0,Podrażnienie,Przebarwienia,21,"Bielenda, Fresh Juice, Nawilżający micelarny żel do mycia twarzy z bioaktywną wodą cytrusową",Hellobody - cararise ,Hellobody aloelight ,Revox Just - krem przeciwsłoneczny do twarzy SPF50,Hellobody cocodream ,Hellobody aloenight,Brak,Brak,Brak
158,Mieszana,0,Widoczne naczynka,Niedoskonałości,22,BANDI Pure Care Morski żel oczyszczający do twarzy,Basiclab serum antyoksydacyjne witamina C 15%,Tołpa authentic krem nawilżający,Some By Mi Truecica Mineral 100 Krem Przeciwsłoneczny Spf 50 Pa++++ Calming Suncream,Bandi peeling (ale działa jak serum i ma taką konsystencję),Tołpa authentic krem nawilżający,Acnederm,Maska Glinkowa Ziaja,TOŁPA DERMO FACE SEBIO peeling 3 enzymy
159,Mieszana,0,Widoczne naczynka,Przebarwienia,22,BANDI Pure Care Morski żel oczyszczający do twarzy,Basiclab serum antyoksydacyjne witamina C 15%,Tołpa authentic krem nawilżający,Some By Mi Truecica Mineral 100 Krem Przeciwsłoneczny Spf 50 Pa++++ Calming Suncream,Bandi peeling (ale działa jak serum i ma taką konsystencję),Tołpa authentic krem nawilżający,Acnederm,Maska Glinkowa Ziaja,TOŁPA DERMO FACE SEBIO peeling 3 enzymy
160,Mieszana,0,Podrażnienie,Suche skórki,24,"OnlyBio, Kombucha, Puszysta pianka do mycia twarzy",Brak,FaceBoom Hydro Krem Nawilżająco-Kojący na Dzień i Noc,La Roche-Posay Anthelios XL SPF50+,Paula's Choice - Calm - Repairing Serum - Łagodząco-Nawilżające Serum,"BIELENDA, Blue Matcha, krem-żel",Brak,Maska Glinkowa Ziaja,The Ordinary AHA 30% + BHA 2% Peeling Solution
161,Mieszana,0,Podrażnienie,Niedoskonałości,24,"OnlyBio, Kombucha, Puszysta pianka do mycia twarzy",Brak,FaceBoom Hydro Krem Nawilżająco-Kojący na Dzień i Noc,Garnier Ambre Solaire SPF 50,Paula's Choice - Calm - Repairing Serum - Łagodząco-Nawilżające Serum,"BIELENDA, Blue Matcha, krem-żel",Brak,Maska Glinkowa Ziaja,The Ordinary AHA 30% + BHA 2% Peeling Solution
162,Mieszana,0,Podrażnienie,Nadprodukcja sebum,24,ONLYBIO Face in Balance Pianka do twarzy adaptogenna enzymatyczna,Brak,FaceBoom Hydro Krem Nawilżająco-Kojący na Dzień i Noc,Garnier Ambre Solaire SPF 50,Paula's Choice - Calm - Repairing Serum - Łagodząco-Nawilżające Serum,"BIELENDA, Blue Matcha, krem-żel",Brak,Maska Glinkowa Ziaja,The Ordinary AHA 30% + BHA 2% Peeling Solution
163,Mieszana,0,Podrażnienie,Szara cera,24,ONLYBIO Face in Balance Pianka do twarzy adaptogenna enzymatyczna,Brak,FaceBoom Hydro Krem Nawilżająco-Kojący na Dzień i Noc,La Roche-Posay Anthelios XL SPF50+,Paula's Choice - Calm - Repairing Serum - Łagodząco-Nawilżające Serum,"BIELENDA, Blue Matcha, krem-żel",Brak,Maska Glinkowa Ziaja,The Ordinary AHA 30% + BHA 2% Peeling Solution
164,Mieszana,,Niedoskonałości,Rozszerzone pory,25,Brak,Brak,Brak,La Roche-Posay Anthelios XL SPF50+,Brak,Brak,"Pharmaceris T Sebo-Almond Peel, krem z 10% kwasem migdałowym",Brak,Brak
165,Mieszana,,Niedoskonałości,Suche skórki,25,Brak,Brak,Brak,Dr.Jart+ - Every Sun Day Waterproof Sun Milk SPF50+/PA++++ - Wodoodporne Mleczko z Filtrem Przeciwsłonecznym,Brak,Brak,"Pharmaceris T Sebo-Almond Peel, krem z 10% kwasem migdałowym",Brak,Brak
166,Mieszana,,Rozszerzone pory,Zmarszczki,48,Brak,Brak,Brak ,La Roche-Posay Anthelios XL SPF50+,Brak,Brak ,Brak ,Maska Glinkowa Ziaja,Każdy 
167,Mieszana,,Widoczne naczynka,Niedoskonałości,28,Brak,Brak,Sensibio AR Bioderma,CeraVe nawilżający krem z filtrem 50,Brak,Brak,Pharmaceris T Medi Acne-Pointgel,Brak,Miya myBEUTYpeeling Peeling Enzymatyczny
168,Mieszana,,Widoczne naczynka,Rozszerzone pory,28,Brak,Brak,Sensibio AR Bioderma,CeraVe nawilżający krem z filtrem 50,Brak,Brak,Pharmaceris T Medi Acne-Pointgel,Brak,Miya myBEUTYpeeling Peeling Enzymatyczny
169,Mieszana,,Widoczne naczynka,Nadprodukcja sebum,28,Brak,Brak,Sensibio AR Bioderma,CeraVe nawilżający krem z filtrem 50,Brak,Brak,Pharmaceris T Medi Acne-Pointgel,Brak,Miya myBEUTYpeeling Peeling Enzymatyczny
170,Normalna,0,Przebarwienia,Zaskórniki ,21,CeraVe Oczyszczający Żel do Mycia ciała i twarzy,Nacomi Next Lvl Serum z Witaminą C 15%,La Roche-Posay Nawilżający krem do nadwrażliwej skóry twarzy,Nacomi Next Level krem do twarzy SPF50 city formula,Nacomi Next Level niacinamide 15%,Brak,Pasta Cynkowa,Maska Glinkowa Ziaja,Brak
171,Normalna,0,Przebarwienia,Zaskórniki ,21,CeraVe Oczyszczający Żel do Mycia ciała i twarzy,Nacomi Next Lvl Serum z Witaminą C 15%,La Roche-Posay Nawilżający krem do nadwrażliwej skóry twarzy,Nacomi Next Level krem do twarzy SPF50 city formula,Nacomi Next Level niacinamide 15%,Brak,Maść Ichtiolowa,Maska Glinkowa Ziaja,Brak
172,Mieszana,0,Niedoskonałości,Widoczne naczynka,22,Miya myBEUTYgel Pielęgnujący Żel do Mycia i Oczyszczania,Brak,Caudalie Vinosource-Hydra krem intensywnie nawilżający,Holika holika aloe soothing essence,Brak,Cerave nawilzajaca emulsja ,Nacomi Next LvL Dermo Punktowy Krem Przeciwdziałający Niedoskonałościom,Brak,Brak 
173,Mieszana,0,Niedoskonałości,Suche skórki,22,Miya myBEUTYgel Pielęgnujący Żel do Mycia i Oczyszczania,Brak,Caudalie Vinosource-Hydra krem intensywnie nawilżający,Holika holika aloe soothing essence,Brak,Cerave nawilzajaca emulsja ,Nacomi Next LvL Dermo Punktowy Krem Przeciwdziałający Niedoskonałościom,Brak,Brak 
174,Mieszana,0,Niedoskonałości,Rozszerzone pory,22,Miya myBEUTYgel Pielęgnujący Żel do Mycia i Oczyszczania,Brak,Caudalie Vinosource-Hydra krem intensywnie nawilżający,Holika holika aloe soothing essence,Brak,Cerave nawilzajaca emulsja ,Nacomi Next LvL Dermo Punktowy Krem Przeciwdziałający Niedoskonałościom,Brak,Brak 
175,Normalna,0,Podrażnienie,Przebarwienia,22,Tołpa Dermo Face Sebio normalizujący żel do mycia twarzy,Brak,hellobody aloelight,Revox Just - krem przeciwsłoneczny do twarzy SPF50,Hellobody cocosdream,Hagi phases,Brak,Nacomi biała glinka,Brak
176,Mieszana,0,Niedoskonałości,Suche skórki,23,CeraVe Oczyszczający Żel do Mycia ciała i twarzy,Brak,"CeraVe Nawilżający Krem do Twarzy
Dla Skóry Normalnej i Suchej",Brak,Miya BEAUTY.lab Serum z prebiotykami do skóry problematycznej,Brak,"Miya Cosmetics, Beauty.Lab, Serum z prebiotykami do skóry problematycznej","Miya Cosmetics, myBEAUTYexpress 3-minutowa maseczka wygładzająca z aktywnym węglem kokosowym",TOŁPA DERMO FACE SEBIO peeling 3 enzymy
177,Mieszana,0,Niedoskonałości,Podrażnienie,23,CeraVe Oczyszczający Żel do Mycia ciała i twarzy,Brak,"CeraVe Nawilżający Krem do Twarzy
Dla Skóry Normalnej i Suchej",Brak,Miya BEAUTY.lab Serum z prebiotykami do skóry problematycznej,Brak,"Miya Cosmetics, Beauty.Lab, Serum z prebiotykami do skóry problematycznej","Miya Cosmetics, myBEAUTYexpress 3-minutowa maseczka wygładzająca z aktywnym węglem kokosowym",TOŁPA DERMO FACE SEBIO peeling 3 enzymy
178,Mieszana,0,Niedoskonałości,Rozszerzone pory,23,CeraVe Oczyszczający Żel do Mycia ciała i twarzy,Brak,"CeraVe Nawilżający Krem do Twarzy
Dla Skóry Normalnej i Suchej",Brak,Miya BEAUTY.lab Serum z prebiotykami do skóry problematycznej,Brak,"Miya Cosmetics, Beauty.Lab, Serum z prebiotykami do skóry problematycznej","Miya Cosmetics, myBEAUTYexpress 3-minutowa maseczka wygładzająca z aktywnym węglem kokosowym",TOŁPA DERMO FACE SEBIO peeling 3 enzymy
179,Mieszana,0,Niedoskonałości,Nadprodukcja sebum,23,CeraVe Oczyszczający Żel do Mycia ciała i twarzy,Brak,"CeraVe Nawilżający Krem do Twarzy
Dla Skóry Normalnej i Suchej",Brak,Miya BEAUTY.lab Serum z prebiotykami do skóry problematycznej,Brak,"Miya Cosmetics, Beauty.Lab, Serum z prebiotykami do skóry problematycznej","Miya Cosmetics, myBEAUTYexpress 3-minutowa maseczka wygładzająca z aktywnym węglem kokosowym",TOŁPA DERMO FACE SEBIO peeling 3 enzymy
180,Mieszana,0,Niedoskonałości,Rozszerzone pory;Szara cera,32,"FLUFF, Superfood, nawilżająca emulsja do mycia twarzy",Faceboom Korygująco-rozjaśniające Serum Do Twarzy,"FLUFF, Superfood, mleko do twarzy Liczi",Fluff Krem z Filtrem Wyrównujący Koloryt SPF50,Brak ,Brak ,Brak ,Brak ,"FACEBOOM, Seboom, peeling kwasowy wygładzający"
181,Mieszana,0,Niedoskonałości,Rozszerzone pory;Szara cera,32,"FLUFF, Superfood, myjący mus do twarzy",Faceboom Korygująco-rozjaśniające Serum Do Twarzy,"FLUFF, Superfood, mleko do twarzy Liczi",Fluff Krem z Filtrem Wyrównujący Koloryt SPF51,Brak ,Brak ,Brak ,Brak ,"FACEBOOM, Seboom, peeling kwasowy wygładzający"
182,Mieszana,0,Niedoskonałości,Rozszerzone pory;Szara cera,32,FaceBoom Oczyszczająca pianka do mycia twarzy,Faceboom Korygująco-rozjaśniające Serum Do Twarzy,"FLUFF, Superfood, mleko do twarzy Liczi",Fluff Krem z Filtrem Wyrównujący Koloryt SPF52,Brak ,Brak ,Brak ,Brak ,"FACEBOOM, Seboom, peeling kwasowy wygładzający"
183,Mieszana,0,Nadprodukcja sebum,Widoczne naczynka,28,Resibo Naturalny Żel Myjący Do Twarzy z Ekstraktem z Brzoskwini,Brak,CeraVe Nawilżający krem do twarzy,Holika Holika Aloe Waterproof Sun Gel SPF50+ żel przeciwsłoneczny,Brak,Brak,Brak,Brak,"MIYA COSMETICS MYBEAUTYPEELING
naturalny peeling enzymatyczno-mechaniczny do twarzy"
184,Mieszana,0,Nadprodukcja sebum,Suche skórki,28,Resibo Naturalny Żel Myjący Do Twarzy z Ekstraktem z Brzoskwini,Brak,CeraVe Nawilżający krem do twarzy,Holika Holika Aloe Waterproof Sun Gel SPF50+ żel przeciwsłoneczny,Brak,Brak,Brak,Brak,"MIYA COSMETICS MYBEAUTYPEELING
naturalny peeling enzymatyczno-mechaniczny do twarzy"
185,Tłusta,0,Niedoskonałości,Podrażnienie,24,Naturalny Żel Myjący Do Twarzy Rich Peach Resibo,Sunewmed Essence+ Aktywator Pod Krem I Oczy,SunewMed+ Vitamin C,Brak,Sunewmed Essence+ Aktywator Pod Krem I Oczy,"Nanili, Professional, T-Cream (Aktywny krem naprawczy)",Naklejki na krostki z Selfie Project,Maseczka Bielenda Skin Restart Sensory Mask Nawilżająca Maseczka prebiotyczna,Miya myBEUTYpeeling Peeling Enzymatyczny
186,Tłusta,0,Niedoskonałości,Nadprodukcja sebum,24,Naturalny Żel Myjący Do Twarzy Rich Peach Resibo,Sunewmed Essence+ Aktywator Pod Krem I Oczy,SunewMed+ Vitamin C,Brak,Sunewmed Essence+ Aktywator Pod Krem I Oczy,"Nanili, Professional, T-Cream (Aktywny krem naprawczy)",Naklejki na krostki z Selfie Project,Maseczka Bielenda Skin Restart Sensory Mask Nawilżająca Maseczka prebiotyczna,Miya myBEUTYpeeling Peeling Enzymatyczny
187,Tłusta,0,Niedoskonałości,Przebarwienia,24,Naturalny Żel Myjący Do Twarzy Rich Peach Resibo,Sunewmed Essence+ Aktywator Pod Krem I Oczy,SunewMed+ Vitamin C,Brak,Sunewmed Essence+ Aktywator Pod Krem I Oczy,"Nanili, Professional, T-Cream (Aktywny krem naprawczy)",Naklejki na krostki z Selfie Project,Maseczka Bielenda Skin Restart Sensory Mask Nawilżająca Maseczka prebiotyczna,Miya myBEUTYpeeling Peeling Enzymatyczny
188,Tłusta,0,Niedoskonałości,Podrażnienie,24,Resibo Naturalny Żel Myjący Do Twarzy z Ekstraktem z Brzoskwini,Sunewmed Essence+ Aktywator Pod Krem I Oczy,SunewMed+ Vitamin C,Brak,Sunewmed Essence+ Aktywator Pod Krem I Oczy,"Nanili, Professional, T-Cream (Aktywny krem naprawczy)",Naklejki na krostki z Selfie Project,Maseczka Bielenda Skin Restart Sensory Mask Nawilżająca Maseczka prebiotyczna,Miya myBEUTYpeeling Peeling Enzymatyczny
189,Tłusta,0,Niedoskonałości,Nadprodukcja sebum,24,Resibo Naturalny Żel Myjący Do Twarzy z Ekstraktem z Brzoskwini,Sunewmed Essence+ Aktywator Pod Krem I Oczy,SunewMed+ Vitamin C,Brak,Sunewmed Essence+ Aktywator Pod Krem I Oczy,"Nanili, Professional, T-Cream (Aktywny krem naprawczy)",Naklejki na krostki z Selfie Project,Maseczka Bielenda Skin Restart Sensory Mask Nawilżająca Maseczka prebiotyczna,Miya myBEUTYpeeling Peeling Enzymatyczny
190,Tłusta,0,Niedoskonałości,Przebarwienia,24,Resibo Naturalny Żel Myjący Do Twarzy z Ekstraktem z Brzoskwini,Sunewmed Essence+ Aktywator Pod Krem I Oczy,SunewMed+ Vitamin C,Brak,Sunewmed Essence+ Aktywator Pod Krem I Oczy,"Nanili, Professional, T-Cream (Aktywny krem naprawczy)",Naklejki na krostki z Selfie Project,Maseczka Bielenda Skin Restart Sensory Mask Nawilżająca Maseczka prebiotyczna,Miya myBEUTYpeeling Peeling Enzymatyczny
191,Tłusta,0,Niedoskonałości,Podrażnienie,24,Naturalny Żel Myjący Do Twarzy Rich Peach Resibo,Sunewmed Essence+ Aktywator Pod Krem I Oczy,SunewMed+ Vitamin C,Brak,Sunewmed Essence+ Aktywator Pod Krem I Oczy,Say Hi Aqua Resort Bogaty Krem Wielopoziomowe Nawilżenie + Odbudowa Skóry,Naklejki na krostki z Selfie Project,Maseczka Bielenda Skin Restart Sensory Mask Nawilżająca Maseczka prebiotyczna,Miya myBEUTYpeeling Peeling Enzymatyczny
192,Tłusta,0,Niedoskonałości,Nadprodukcja sebum,24,Naturalny Żel Myjący Do Twarzy Rich Peach Resibo,Sunewmed Essence+ Aktywator Pod Krem I Oczy,SunewMed+ Vitamin C,Brak,Sunewmed Essence+ Aktywator Pod Krem I Oczy,Say Hi Aqua Resort Bogaty Krem Wielopoziomowe Nawilżenie + Odbudowa Skóry,Naklejki na krostki z Selfie Project,Maseczka Bielenda Skin Restart Sensory Mask Nawilżająca Maseczka prebiotyczna,Miya myBEUTYpeeling Peeling Enzymatyczny
193,Tłusta,0,Niedoskonałości,Przebarwienia,24,Naturalny Żel Myjący Do Twarzy Rich Peach Resibo,Sunewmed Essence+ Aktywator Pod Krem I Oczy,SunewMed+ Vitamin C,Brak,Sunewmed Essence+ Aktywator Pod Krem I Oczy,Say Hi Aqua Resort Bogaty Krem Wielopoziomowe Nawilżenie + Odbudowa Skóry,Naklejki na krostki z Selfie Project,Maseczka Bielenda Skin Restart Sensory Mask Nawilżająca Maseczka prebiotyczna,Miya myBEUTYpeeling Peeling Enzymatyczny
194,Tłusta,0,Niedoskonałości,Podrażnienie,24,Resibo Naturalny Żel Myjący Do Twarzy z Ekstraktem z Brzoskwini,Sunewmed Essence+ Aktywator Pod Krem I Oczy,SunewMed+ Vitamin C,Brak,Sunewmed Essence+ Aktywator Pod Krem I Oczy,Say Hi Aqua Resort Bogaty Krem Wielopoziomowe Nawilżenie + Odbudowa Skóry,Naklejki na krostki z Selfie Project,Maseczka Bielenda Skin Restart Sensory Mask Nawilżająca Maseczka prebiotyczna,Miya myBEUTYpeeling Peeling Enzymatyczny
195,Tłusta,0,Niedoskonałości,Nadprodukcja sebum,24,Resibo Naturalny Żel Myjący Do Twarzy z Ekstraktem z Brzoskwini,Sunewmed Essence+ Aktywator Pod Krem I Oczy,SunewMed+ Vitamin C,Brak,Sunewmed Essence+ Aktywator Pod Krem I Oczy,Say Hi Aqua Resort Bogaty Krem Wielopoziomowe Nawilżenie + Odbudowa Skóry,Naklejki na krostki z Selfie Project,Maseczka Bielenda Skin Restart Sensory Mask Nawilżająca Maseczka prebiotyczna,Miya myBEUTYpeeling Peeling Enzymatyczny
196,Tłusta,0,Niedoskonałości,Przebarwienia,24,Resibo Naturalny Żel Myjący Do Twarzy z Ekstraktem z Brzoskwini,Sunewmed Essence+ Aktywator Pod Krem I Oczy,SunewMed+ Vitamin C,Brak,Sunewmed Essence+ Aktywator Pod Krem I Oczy,Say Hi Aqua Resort Bogaty Krem Wielopoziomowe Nawilżenie + Odbudowa Skóry,Naklejki na krostki z Selfie Project,Maseczka Bielenda Skin Restart Sensory Mask Nawilżająca Maseczka prebiotyczna,Miya myBEUTYpeeling Peeling Enzymatyczny
197,Tłusta,0,Niedoskonałości,Podrażnienie,24,Naturalny Żel Myjący Do Twarzy Rich Peach Resibo,Sunewmed Essence+ Aktywator Pod Krem I Oczy,SunewMed+ Vitamin C,Brak,Sunewmed Essence+ Aktywator Pod Krem I Oczy,Yope Moon SPA krem do twarzy,Naklejki na krostki z Selfie Project,Maseczka Bielenda Skin Restart Sensory Mask Nawilżająca Maseczka prebiotyczna,Miya myBEUTYpeeling Peeling Enzymatyczny
198,Tłusta,0,Niedoskonałości,Nadprodukcja sebum,24,Naturalny Żel Myjący Do Twarzy Rich Peach Resibo,Sunewmed Essence+ Aktywator Pod Krem I Oczy,SunewMed+ Vitamin C,Brak,Sunewmed Essence+ Aktywator Pod Krem I Oczy,Yope Moon SPA krem do twarzy,Naklejki na krostki z Selfie Project,Maseczka Bielenda Skin Restart Sensory Mask Nawilżająca Maseczka prebiotyczna,Miya myBEUTYpeeling Peeling Enzymatyczny
199,Tłusta,0,Niedoskonałości,Przebarwienia,24,Naturalny Żel Myjący Do Twarzy Rich Peach Resibo,Sunewmed Essence+ Aktywator Pod Krem I Oczy,SunewMed+ Vitamin C,Brak,Sunewmed Essence+ Aktywator Pod Krem I Oczy,Yope Moon SPA krem do twarzy,Naklejki na krostki z Selfie Project,Maseczka Bielenda Skin Restart Sensory Mask Nawilżająca Maseczka prebiotyczna,Miya myBEUTYpeeling Peeling Enzymatyczny
200,Tłusta,0,Niedoskonałości,Podrażnienie,24,Resibo Naturalny Żel Myjący Do Twarzy z Ekstraktem z Brzoskwini,Sunewmed Essence+ Aktywator Pod Krem I Oczy,SunewMed+ Vitamin C,Brak,Sunewmed Essence+ Aktywator Pod Krem I Oczy,Yope Moon SPA krem do twarzy,Naklejki na krostki z Selfie Project,Maseczka Bielenda Skin Restart Sensory Mask Nawilżająca Maseczka prebiotyczna,Miya myBEUTYpeeling Peeling Enzymatyczny
201,Tłusta,0,Niedoskonałości,Nadprodukcja sebum,24,Resibo Naturalny Żel Myjący Do Twarzy z Ekstraktem z Brzoskwini,Sunewmed Essence+ Aktywator Pod Krem I Oczy,SunewMed+ Vitamin C,Brak,Sunewmed Essence+ Aktywator Pod Krem I Oczy,Yope Moon SPA krem do twarzy,Naklejki na krostki z Selfie Project,Maseczka Bielenda Skin Restart Sensory Mask Nawilżająca Maseczka prebiotyczna,Miya myBEUTYpeeling Peeling Enzymatyczny
202,Tłusta,0,Niedoskonałości,Przebarwienia,24,Resibo Naturalny Żel Myjący Do Twarzy z Ekstraktem z Brzoskwini,Sunewmed Essence+ Aktywator Pod Krem I Oczy,SunewMed+ Vitamin C,Brak,Sunewmed Essence+ Aktywator Pod Krem I Oczy,Yope Moon SPA krem do twarzy,Naklejki na krostki z Selfie Project,Maseczka Bielenda Skin Restart Sensory Mask Nawilżająca Maseczka prebiotyczna,Miya myBEUTYpeeling Peeling Enzymatyczny
203,Mieszana,0,Widoczne naczynka,Podrażnienie,19,Dermokosmetyk Avene Pianka oczyszczająca,Brak,Yves Rocher Riche Créme intensywny krem ??regenerujący,Brak,Brak,Brak,Sudocrem,Brak,Brak
204,Mieszana,0,Nadprodukcja sebum,Suche skórki,22,FaceBoom Oczyszczająca pianka do mycia twarzy,Brak,Nivea Soft Krem Intensywnie Nawilżający,Lirene nawilżający ochronny krem do twarzy SPF 50,Brak,Brak,Olejek z drzewa herbacianego The Body Shop,"FACEBOOM,rozświetlająco-nawilżająca maseczka w płacie",Brak
205,Mieszana,0,Nadprodukcja sebum,Przebarwienia,22,FaceBoom Oczyszczająca pianka do mycia twarzy,Brak,Nivea Soft Krem Intensywnie Nawilżający,Lirene nawilżający ochronny krem do twarzy SPF 50,Brak,Brak,Olejek z drzewa herbacianego The Body Shop,"FACEBOOM,rozświetlająco-nawilżająca maseczka w płacie",Brak
206,Mieszana,0,Nadprodukcja sebum,Suche skórki,22,FaceBoom Oczyszczająca pianka do mycia twarzy,Brak,"Bielenda, Rose Care, Nawilżający krem różany do cery wrażliwej",Lirene nawilżający ochronny krem do twarzy SPF 50,Brak,Brak,Olejek z drzewa herbacianego The Body Shop,"FACEBOOM,rozświetlająco-nawilżająca maseczka w płacie",Brak
207,Mieszana,0,Nadprodukcja sebum,Przebarwienia,22,FaceBoom Oczyszczająca pianka do mycia twarzy,Brak,"Bielenda, Rose Care, Nawilżający krem różany do cery wrażliwej",Lirene nawilżający ochronny krem do twarzy SPF 50,Brak,Brak,Olejek z drzewa herbacianego The Body Shop,"FACEBOOM,rozświetlająco-nawilżająca maseczka w płacie",Brak
